9.495440483093261719e+00,9.496641159057617188e+00,9.501154899597167969e+00,9.502070426940917969e+00,9.506642341613769531e+00
8.497965812683105469e+00,8.498917579650878906e+00,8.502513885498046875e+00,8.503237724304199219e+00,8.506879806518554688e+00
7.692264556884765625e+00,7.693036079406738281e+00,7.695966720581054688e+00,7.696551322937011719e+00,7.699519157409667969e+00
7.028077125549316406e+00,7.028710365295410156e+00,7.031145572662353516e+00,7.031626224517822266e+00,7.034090518951416016e+00
6.471293449401855469e+00,6.471823215484619141e+00,6.473875999450683594e+00,6.474277496337890625e+00,6.476354122161865234e+00
5.997953891754150391e+00,5.998403072357177734e+00,6.000155925750732422e+00,6.000494956970214844e+00,6.002268314361572266e+00
5.590734481811523438e+00,5.591119289398193359e+00,5.592631340026855469e+00,5.592921257019042969e+00,5.594450473785400391e+00
5.236793518066406250e+00,5.237126827239990234e+00,5.238443851470947266e+00,5.238695621490478516e+00,5.240027427673339844e+00
4.926418304443359375e+00,4.926708221435546875e+00,4.927866458892822266e+00,4.928083896636962891e+00,4.929254055023193359e+00
4.652119159698486328e+00,4.652373313903808594e+00,4.653398513793945312e+00,4.653588771820068359e+00,4.654623985290527344e+00
4.408030986785888672e+00,4.408256053924560547e+00,4.409169197082519531e+00,4.409336566925048828e+00,4.410258769989013672e+00
4.189498901367187500e+00,4.189698219299316406e+00,4.190515041351318359e+00,4.190663814544677734e+00,4.191491127014160156e+00
3.992774724960327148e+00,3.992952346801757812e+00,3.993689298629760742e+00,3.993821382522583008e+00,3.994565725326538086e+00
3.814811944961547852e+00,3.814971446990966797e+00,3.815637588500976562e+00,3.815755367279052734e+00,3.816428661346435547e+00
3.653105735778808594e+00,3.653249740600585938e+00,3.653854608535766602e+00,3.653961181640625000e+00,3.654571771621704102e+00
3.505581378936767578e+00,3.505710363388061523e+00,3.506262540817260742e+00,3.506358146667480469e+00,3.506915569305419922e+00
3.370500326156616211e+00,3.370618104934692383e+00,3.371122837066650391e+00,3.371208906173706055e+00,3.371718645095825195e+00
3.246400117874145508e+00,3.246506690979003906e+00,3.246969938278198242e+00,3.247047901153564453e+00,3.247515678405761719e+00
3.132038116455078125e+00,3.132134914398193359e+00,3.132561922073364258e+00,3.132632970809936523e+00,3.133063316345214844e+00
3.026353597640991211e+00,3.026442050933837891e+00,3.026836156845092773e+00,3.026900529861450195e+00,3.027297973632812500e+00
2.928436040878295898e+00,2.928516387939453125e+00,2.928880929946899414e+00,2.928940057754516602e+00,2.929307460784912109e+00
2.837496519088745117e+00,2.837570428848266602e+00,2.837908029556274414e+00,2.837962150573730469e+00,2.838302612304687500e+00
2.752852201461791992e+00,2.752919912338256836e+00,2.753234386444091797e+00,2.753283023834228516e+00,2.753599643707275391e+00
2.673905849456787109e+00,2.673968076705932617e+00,2.674260616302490234e+00,2.674305677413940430e+00,2.674599885940551758e+00
2.600135087966918945e+00,2.600192546844482422e+00,2.600464820861816406e+00,2.600506544113159180e+00,2.600780725479125977e+00
2.531079292297363281e+00,2.531131982803344727e+00,2.531386852264404297e+00,2.531424045562744141e+00,2.531681299209594727e+00
2.466331243515014648e+00,2.466380834579467773e+00,2.466618537902832031e+00,2.466653347015380859e+00,2.466893196105957031e+00
2.319485664367675781e+00,2.319528102874755859e+00,2.319742679595947266e+00,2.319772481918334961e+00,2.319988012313842773e+00
2.264357328414916992e+00,2.264396667480468750e+00,2.264597892761230469e+00,2.264625310897827148e+00,2.264827728271484375e+00
2.212450742721557617e+00,2.212486982345581055e+00,2.212675571441650391e+00,2.212700605392456055e+00,2.212890625000000000e+00
2.083256721496582031e+00,2.083287954330444336e+00,2.083458662033081055e+00,2.083480119705200195e+00,2.083651065826416016e+00
2.038788557052612305e+00,2.038817167282104492e+00,2.038977384567260742e+00,2.038996934890747070e+00,2.039157867431640625e+00
1.996777176856994629e+00,1.996803522109985352e+00,1.996954202651977539e+00,1.996972084045410156e+00,1.997123718261718750e+00
1.881650567054748535e+00,1.881672978401184082e+00,1.881809353828430176e+00,1.881823897361755371e+00,1.881960511207580566e+00
1.845496773719787598e+00,1.845517277717590332e+00,1.845645546913146973e+00,1.845659017562866211e+00,1.845787405967712402e+00
1.811249732971191406e+00,1.811269044876098633e+00,1.811389803886413574e+00,1.811402082443237305e+00,1.811523437500000000e+00
1.778785228729248047e+00,1.778802514076232910e+00,1.778917074203491211e+00,1.778927803039550781e+00,1.779042243957519531e+00
1.747989416122436523e+00,1.748005270957946777e+00,1.748113155364990234e+00,1.748123049736022949e+00,1.748230695724487305e+00
1.649888038635253906e+00,1.649901270866394043e+00,1.649998188018798828e+00,1.650005936622619629e+00,1.650103092193603516e+00
1.623240232467651367e+00,1.623251914978027344e+00,1.623343706130981445e+00,1.623350620269775391e+00,1.623442411422729492e+00
1.597920656204223633e+00,1.597931146621704102e+00,1.598017811775207520e+00,1.598025918006896973e+00,1.598110675811767578e+00
1.573852896690368652e+00,1.573862552642822266e+00,1.573944449424743652e+00,1.573950409889221191e+00,1.574031233787536621e+00
1.550967335700988770e+00,1.550975561141967773e+00,1.551053047180175781e+00,1.551058411598205566e+00,1.551134467124938965e+00
1.465365529060363770e+00,1.465371966361999512e+00,1.465441346168518066e+00,1.465444922447204590e+00,1.465513586997985840e+00
1.445519447326660156e+00,1.445524811744689941e+00,1.445590496063232422e+00,1.445593237876892090e+00,1.445657968521118164e+00
1.426634430885314941e+00,1.426638722419738770e+00,1.426700949668884277e+00,1.426702737808227539e+00,1.426764130592346191e+00
1.408661723136901855e+00,1.408665537834167480e+00,1.408724069595336914e+00,1.408725500106811523e+00,1.408783078193664551e+00
1.391557335853576660e+00,1.391559958457946777e+00,1.391615271568298340e+00,1.391615748405456543e+00,1.391670346260070801e+00
1.375278472900390625e+00,1.375280618667602539e+00,1.375332713127136230e+00,1.375332832336425781e+00,1.375384211540222168e+00
1.359787702560424805e+00,1.359789133071899414e+00,1.359838247299194336e+00,1.359837770462036133e+00,1.359886050224304199e+00
1.296146154403686523e+00,1.296521186828613281e+00,1.297099471092224121e+00,1.297456860542297363e+00,1.298032045364379883e+00
1.273048162460327148e+00,1.273047447204589844e+00,1.273088335990905762e+00,1.273086190223693848e+00,1.273126602172851562e+00
1.260297298431396484e+00,1.260296106338500977e+00,1.260334372520446777e+00,1.260331869125366211e+00,1.260369777679443359e+00
1.248177766799926758e+00,1.248175859451293945e+00,1.248211860656738281e+00,1.248208642005920410e+00,1.248244047164916992e+00
1.236663460731506348e+00,1.236661314964294434e+00,1.236694931983947754e+00,1.236691355705261230e+00,1.236724495887756348e+00
1.225731730461120605e+00,1.225728988647460938e+00,1.225760459899902344e+00,1.225756287574768066e+00,1.225787281990051270e+00
1.215359926223754883e+00,1.215356707572937012e+00,1.215386033058166504e+00,1.215381503105163574e+00,1.215410470962524414e+00
1.166658639907836914e+00,1.166900753974914551e+00,1.167251706123352051e+00,1.167481422424316406e+00,1.167831420898437500e+00
1.141735434532165527e+00,1.141730666160583496e+00,1.141754150390625000e+00,1.141748309135437012e+00,1.141771554946899414e+00
1.133328795433044434e+00,1.133323550224304199e+00,1.133345484733581543e+00,1.133339285850524902e+00,1.133360624313354492e+00
1.125387191772460938e+00,1.125381588935852051e+00,1.125401616096496582e+00,1.125395178794860840e+00,1.125414609909057617e+00
1.117895722389221191e+00,1.117889761924743652e+00,1.117907881736755371e+00,1.117901086807250977e+00,1.117918729782104492e+00
1.110840916633605957e+00,1.110834479331970215e+00,1.110850930213928223e+00,1.110843896865844727e+00,1.110859990119934082e+00
1.104210376739501953e+00,1.104203581809997559e+00,1.104218363761901855e+00,1.104210972785949707e+00,1.104225277900695801e+00
