# seconds, nanoseconds, trueX, trueY, trueZ, trueYaw, odomX, odomY, odomZ, odomYaw, pfX, pfY, pfZ, pfYaw
1.731251328000000000e+09,2.084951600000000000e+07,-7.296810392290353775e-03,8.062010238063521683e-06,5.000022426247596741e-02,4.628502574632875621e-05,-7.135266438126564026e-03,2.221825297965551727e-06,0.000000000000000000e+00,-3.940904207411222160e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,1.279512400000000000e+08,-7.331056520342826843e-03,8.087710739346221089e-06,5.000017583370208740e-02,4.590419484884478152e-05,-7.251683622598648071e-03,2.226494643764453940e-06,0.000000000000000000e+00,-4.075133256264962256e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,2.210766720000000000e+08,-7.365647703409194946e-03,8.089942639344371855e-06,5.000015720725059509e-02,4.567577707348391414e-05,-7.251683622598648071e-03,2.226494643764453940e-06,0.000000000000000000e+00,-4.075133256264962256e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,3.262487360000000000e+08,-7.399142719805240631e-03,8.103515938273631036e-06,5.000012740492820740e-02,4.532594539341516793e-05,-7.251683622598648071e-03,2.226494643764453940e-06,0.000000000000000000e+00,-4.075133256264962256e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,4.210613760000000000e+08,-7.433381397277116776e-03,8.127720320771913975e-06,5.000010132789611816e-02,4.497916961554437876e-05,-7.367025595158338547e-03,2.231272219432867132e-06,0.000000000000000000e+00,-4.201545380055904388e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,5.357599680000000000e+08,-7.467966526746749878e-03,8.128935405693482608e-06,5.000010132789611816e-02,4.477619950193911791e-05,-7.367025595158338547e-03,2.231272219432867132e-06,0.000000000000000000e+00,-4.201545380055904388e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,6.446348160000000000e+08,-7.501457352191209793e-03,8.141666512528900057e-06,5.000008642673492432e-02,4.444595469976775348e-05,-7.367025595158338547e-03,2.231272219432867132e-06,0.000000000000000000e+00,-4.201545380055904388e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,7.430563840000000000e+08,-7.535692770034074783e-03,8.165249710145872086e-06,5.000006780028343201e-02,4.411394911585375667e-05,-7.483114022761583328e-03,2.236216687379055656e-06,0.000000000000000000e+00,-4.320779771660454571e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,8.427885440000000000e+08,-7.575639523565769196e-03,9.437248081667348742e-06,5.000067502260208130e-02,8.507232996635138988e-05,-7.483114022761583328e-03,2.236216687379055656e-06,0.000000000000000000e+00,-4.320779771660454571e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,9.472028800000000000e+08,-7.609920110553503036e-03,9.468749340157955885e-06,5.000051483511924744e-02,8.451302710454910994e-05,-7.483114022761583328e-03,2.236216687379055656e-06,0.000000000000000000e+00,-4.320779771660454571e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.731251328000000000e+09,4.363371200000000000e+07,-7.644537370651960373e-03,9.474480975768528879e-06,5.000041425228118896e-02,8.414565672865137458e-05,-7.483114022761583328e-03,2.236216687379055656e-06,0.000000000000000000e+00,-4.320779771660454571e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,1.464433760000000000e+08,-7.678051944822072983e-03,9.490792763244826347e-06,5.000032112002372742e-02,8.368449198314920068e-05,-7.603580132126808167e-03,2.237931767012923956e-06,0.000000000000000000e+00,-9.228529961546882987e-06,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,2.417774880000000000e+08,-7.712305057793855667e-03,9.516737918602302670e-06,5.000024661421775818e-02,8.324871305376291275e-05,-7.603580132126808167e-03,2.237931767012923956e-06,0.000000000000000000e+00,-9.228529961546882987e-06,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,3.416290560000000000e+08,-7.746901828795671463e-03,9.518670594843570143e-06,5.000020936131477356e-02,8.297331078210845590e-05,-7.603580132126808167e-03,2.237931767012923956e-06,0.000000000000000000e+00,-9.228529961546882987e-06,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,4.369077120000000000e+08,-7.780400570482015610e-03,9.531824616715312004e-06,5.000016838312149048e-02,8.258267916971817613e-05,-7.719664834439754486e-03,2.239090008515631780e-06,0.000000000000000000e+00,-1.073454768629744649e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,5.506118400000000000e+08,-7.814642041921615601e-03,9.555423275742214173e-06,5.000013113021850586e-02,8.219976007239893079e-05,-7.719664834439754486e-03,2.239090008515631780e-06,0.000000000000000000e+00,-1.073454768629744649e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,6.444232960000000000e+08,-7.849230431020259857e-03,9.555756150803063065e-06,5.000012367963790894e-02,8.196381531888619065e-05,-7.719664834439754486e-03,2.239090008515631780e-06,0.000000000000000000e+00,-1.073454768629744649e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,7.462117120000000000e+08,-7.882722653448581696e-03,9.567584129399619997e-06,5.000010132789611816e-02,8.160348806995898485e-05,-7.719664834439754486e-03,2.239090008515631780e-06,0.000000000000000000e+00,-1.073454768629744649e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,8.493417600000000000e+08,-7.916959933936595917e-03,9.590200534148607403e-06,5.000008270144462585e-02,8.124337909976020455e-05,-7.836086675524711609e-03,2.240407866338500753e-06,0.000000000000000000e+00,-1.188809801533352584e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,9.456189440000000000e+08,-7.951543666422367096e-03,9.589872206561267376e-06,5.000008642673492432e-02,8.102451829472556710e-05,-7.836086675524711609e-03,2.240407866338500753e-06,0.000000000000000000e+00,-1.188809801533352584e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,4.533358400000000000e+07,-7.991113699972629547e-03,1.089376746676862240e-05,5.000077188014984131e-02,1.218669858644716442e-04,-7.836086675524711609e-03,2.240407866338500753e-06,0.000000000000000000e+00,-1.188809801533352584e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,1.446077280000000000e+08,-8.025746792554855347e-03,1.088608587451744825e-05,5.000060796737670898e-02,1.215059310197830200e-04,-7.956225425004959106e-03,2.241213906017947011e-06,0.000000000000000000e+00,2.229922938568051904e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,2.450122400000000000e+08,-8.059276267886161804e-03,1.090424029825953767e-05,5.000046640634536743e-02,1.209544643643312156e-04,-7.956225425004959106e-03,2.241213906017947011e-06,0.000000000000000000e+00,2.229922938568051904e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,3.437944320000000000e+08,-8.093541488051414490e-03,1.093126593332272023e-05,5.000035837292671204e-02,1.204455766128376126e-04,-7.956225425004959106e-03,2.241213906017947011e-06,0.000000000000000000e+00,2.229922938568051904e-05,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,4.504941760000000000e+08,-7.849189452826976776e-03,1.021449406835017726e-05,5.000134184956550598e-02,6.976459920406341553e-02,-8.032455109059810638e-03,5.267656888463534415e-06,0.000000000000000000e+00,6.239517405629158020e-02,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,5.436329600000000000e+08,-7.579799741506576538e-03,4.057406113133765757e-05,5.000122636556625366e-02,1.584283858537673950e-01,-8.032455109059810638e-03,5.267656888463534415e-06,0.000000000000000000e+00,6.239517405629158020e-02,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,6.556362880000000000e+08,-7.339669857174158096e-03,8.940284169511869550e-05,5.000114813446998596e-02,2.470155209302902222e-01,-8.032455109059810638e-03,5.267656888463534415e-06,0.000000000000000000e+00,6.239517405629158020e-02,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,7.462400000000000000e+08,-7.131493650376796722e-03,1.512726012151688337e-04,5.000109970569610596e-02,3.355345726013183594e-01,-8.032455109059810638e-03,5.267656888463534415e-06,0.000000000000000000e+00,6.239517405629158020e-02,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,8.496759040000000000e+08,-6.956950295716524124e-03,2.203872572863474488e-04,5.000107362866401672e-02,4.239947199821472168e-01,-7.227593567222356796e-03,1.851540000643581152e-04,0.000000000000000000e+00,3.980182409286499023e-01,4.839848354458808899e-02,-1.660538953728973866e-03,0.000000000000000000e+00,1.718864403665065765e-02
1.731251328000000000e+09,9.484161280000000000e+08,-6.816705688834190369e-03,2.907458110712468624e-04,5.000106990337371826e-02,5.124055147171020508e-01,-7.227593567222356796e-03,1.851540000643581152e-04,0.000000000000000000e+00,3.980182409286499023e-01,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,4.738410400000000000e+07,-6.710389163345098495e-03,3.563178761396557093e-04,5.000107735395431519e-02,6.007771492004394531e-01,-7.227593567222356796e-03,1.851540000643581152e-04,0.000000000000000000e+00,3.980182409286499023e-01,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,1.494129600000000000e+08,-6.636600941419601440e-03,4.112218448426574469e-04,5.000109598040580750e-02,6.891200542449951172e-01,-6.813240703195333481e-03,4.360914172139018774e-04,0.000000000000000000e+00,7.329148054122924805e-01,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,2.475002560000000000e+08,-6.592950318008661270e-03,4.499005153775215149e-04,5.000111460685729980e-02,7.774449586868286133e-01,-6.813240703195333481e-03,4.360914172139018774e-04,0.000000000000000000e+00,7.329148054122924805e-01,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,3.525123840000000000e+08,-6.576121784746646881e-03,4.672901704907417297e-04,5.000112950801849365e-02,8.657628297805786133e-01,-6.813240703195333481e-03,4.360914172139018774e-04,0.000000000000000000e+00,7.329148054122924805e-01,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,4.463375680000000000e+08,-6.581969559192657471e-03,4.589781456161290407e-04,5.000113695859909058e-02,9.540847539901733398e-01,-6.813240703195333481e-03,4.360914172139018774e-04,0.000000000000000000e+00,7.329148054122924805e-01,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,5.578154240000000000e+08,-6.605639588087797165e-03,4.213440115563571453e-04,5.000113323330879211e-02,1.042421698570251465e+00,-6.741425022482872009e-03,5.091126076877117157e-04,0.000000000000000000e+00,1.067523717880249023e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,6.500915840000000000e+08,-6.641712971031665802e-03,3.516798315104097128e-04,5.000111460685729980e-02,1.130784869194030762e+00,-6.741425022482872009e-03,5.091126076877117157e-04,0.000000000000000000e+00,1.067523717880249023e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,7.562171520000000000e+08,-6.684370804578065872e-03,2.482841082382947206e-04,5.000108852982521057e-02,1.219185113906860352e+00,-6.741425022482872009e-03,5.091126076877117157e-04,0.000000000000000000e+00,1.067523717880249023e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,8.505628800000000000e+08,-6.727576721459627151e-03,1.105255723814480007e-04,5.000105127692222595e-02,1.307633519172668457e+00,-6.827054079622030258e-03,2.314565790584310889e-04,0.000000000000000000e+00,1.402326107025146484e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,9.529960960000000000e+08,-6.765267346054315567e-03,-6.112604023655876517e-05,5.000101402401924133e-02,1.396140575408935547e+00,-6.827054079622030258e-03,2.314565790584310889e-04,0.000000000000000000e+00,1.402326107025146484e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,5.178826800000000000e+07,-6.791548803448677063e-03,-2.651043469086289406e-04,5.000098049640655518e-02,1.484717011451721191e+00,-6.827054079622030258e-03,2.314565790584310889e-04,0.000000000000000000e+00,1.402326107025146484e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,1.530737440000000000e+08,-6.453517824411392212e-03,1.315011549741029739e-02,5.000125616788864136e-02,1.558645844459533691e+00,-8.720135316252708435e-03,1.360725425183773041e-02,0.000000000000000000e+00,1.706649303436279297e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,2.631882240000000000e+08,-6.057040300220251083e-03,6.300520151853561401e-02,4.999597743153572083e-02,1.562325954437255859e+00,-8.720135316252708435e-03,1.360725425183773041e-02,0.000000000000000000e+00,1.706649303436279297e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,3.544223680000000000e+08,-5.662710871547460556e-03,1.127619594335556030e-01,5.000087246298789978e-02,1.563378691673278809e+00,-8.720135316252708435e-03,1.360725425183773041e-02,0.000000000000000000e+00,1.706649303436279297e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,4.651214400000000000e+08,-5.319853778928518295e-03,1.624755412340164185e-01,5.000067502260208130e-02,1.564408779144287109e+00,-8.720135316252708435e-03,1.360725425183773041e-02,0.000000000000000000e+00,1.706649303436279297e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,5.564877440000000000e+08,-5.028242245316505432e-03,2.121897488832473755e-01,5.000052601099014282e-02,1.565439939498901367e+00,-3.193186596035957336e-02,1.795122325420379639e-01,0.000000000000000000e+00,1.711792588233947754e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,6.623365120000000000e+08,-4.787949379533529282e-03,2.619045674800872803e-01,5.000041425228118896e-02,1.566472172737121582e+00,-3.193186596035957336e-02,1.795122325420379639e-01,0.000000000000000000e+00,1.711792588233947754e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,7.559102080000000000e+08,-4.600915126502513885e-03,3.116115629673004150e-01,5.000093206763267517e-02,1.567403554916381836e+00,-3.193186596035957336e-02,1.795122325420379639e-01,0.000000000000000000e+00,1.711792588233947754e+00,4.813764989376068115e-02,-1.103868940845131874e-03,0.000000000000000000e+00,1.269675698131322861e-02
1.731251328000000000e+09,8.612949120000000000e+08,-4.456314258277416229e-03,3.613271415233612061e-01,5.000072717666625977e-02,1.568317055702209473e+00,-5.600644648075103760e-02,3.468176722526550293e-01,0.000000000000000000e+00,1.715515971183776855e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,9.632716160000000000e+08,-4.352495074272155762e-03,4.110432863235473633e-01,5.000056326389312744e-02,1.569058537483215332e+00,-5.600644648075103760e-02,3.468176722526550293e-01,0.000000000000000000e+00,1.715515971183776855e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,6.268850400000000000e+07,-4.279723856598138809e-03,4.607598483562469482e-01,5.000044032931327820e-02,1.569578170776367188e+00,-5.600644648075103760e-02,3.468176722526550293e-01,0.000000000000000000e+00,1.715515971183776855e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,1.700738560000000000e+08,-4.228719510138034821e-03,5.104765295982360840e-01,5.000035092234611511e-02,1.569942474365234375e+00,-5.600644648075103760e-02,3.468176722526550293e-01,0.000000000000000000e+00,1.715515971183776855e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,2.644005920000000000e+08,-4.192970693111419678e-03,5.601933598518371582e-01,5.000028014183044434e-02,1.570197701454162598e+00,-8.059965074062347412e-02,5.140569210052490234e-01,0.000000000000000000e+00,1.717694878578186035e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,3.707861120000000000e+08,-4.167914390563964844e-03,6.099101901054382324e-01,5.000023171305656433e-02,1.570376634597778320e+00,-8.059965074062347412e-02,5.140569210052490234e-01,0.000000000000000000e+00,1.717694878578186035e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,4.631088960000000000e+08,-4.150351975113153458e-03,6.596270203590393066e-01,5.000019073486328125e-02,1.570502042770385742e+00,-8.059965074062347412e-02,5.140569210052490234e-01,0.000000000000000000e+00,1.717694878578186035e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,5.697174400000000000e+08,-4.138041753321886063e-03,7.093439102172851562e-01,5.000016093254089355e-02,1.570589900016784668e+00,-1.054077073931694031e-01,6.812624931335449219e-01,0.000000000000000000e+00,1.718356966972351074e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,6.629011840000000000e+08,-4.129412118345499039e-03,7.590607404708862305e-01,5.000014230608940125e-02,1.570651531219482422e+00,-1.054077073931694031e-01,6.812624931335449219e-01,0.000000000000000000e+00,1.718356966972351074e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,7.685536640000000000e+08,-4.123362712562084198e-03,8.087776303291320801e-01,5.000012367963790894e-02,1.570694684982299805e+00,-1.054077073931694031e-01,6.812624931335449219e-01,0.000000000000000000e+00,1.718356966972351074e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,8.626942720000000000e+08,-4.119121003895998001e-03,8.584945201873779297e-01,5.000011250376701355e-02,1.570724964141845703e+00,-1.302801072597503662e-01,8.484585881233215332e-01,0.000000000000000000e+00,1.718554735183715820e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,9.693504000000000000e+08,-4.116146825253963470e-03,9.082114100456237793e-01,5.000010132789611816e-02,1.570746183395385742e+00,-1.302801072597503662e-01,8.484585881233215332e-01,0.000000000000000000e+00,1.718554735183715820e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,6.588318800000000000e+07,-4.114295821636915207e-03,9.579101800918579102e-01,5.000087246298789978e-02,1.570741772651672363e+00,-1.302801072597503662e-01,8.484585881233215332e-01,0.000000000000000000e+00,1.718554735183715820e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,1.685696160000000000e+08,-4.112030379474163055e-03,1.007627010345458984e+00,5.000067502260208130e-02,1.570757865905761719e+00,-1.302801072597503662e-01,8.484585881233215332e-01,0.000000000000000000e+00,1.718554735183715820e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,2.706936000000000000e+08,-4.110438749194145203e-03,1.057343840599060059e+00,5.000052601099014282e-02,1.570769190788269043e+00,-1.551711261272430420e-01,1.015650987625122070e+00,0.000000000000000000e+00,1.718620538711547852e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,3.658564480000000000e+08,-4.109320230782032013e-03,1.107060670852661133e+00,5.000041052699089050e-02,1.570777177810668945e+00,-1.551711261272430420e-01,1.015650987625122070e+00,0.000000000000000000e+00,1.718620538711547852e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,4.717122240000000000e+08,-4.108533728867769241e-03,1.156777501106262207e+00,5.000032857060432434e-02,1.570782661437988281e+00,-1.551711261272430420e-01,1.015650987625122070e+00,0.000000000000000000e+00,1.718620538711547852e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,5.693891200000000000e+08,-4.107979591935873032e-03,1.206494331359863281e+00,5.000026524066925049e-02,1.570786595344543457e+00,-1.800705790519714355e-01,1.182842969894409180e+00,0.000000000000000000e+00,1.718647956848144531e+00,2.111504971981048584e-02,2.480444312095642090e-02,0.000000000000000000e+00,9.444150924682617188e-01
1.731251328000000000e+09,6.827623040000000000e+08,-4.107589833438396454e-03,1.256211280822753906e+00,5.000021681189537048e-02,1.570789337158203125e+00,-1.800705790519714355e-01,1.182842969894409180e+00,0.000000000000000000e+00,1.718647956848144531e+00,2.782622911036014557e-02,6.517069339752197266e-01,0.000000000000000000e+00,1.571729063987731934e+00
1.731251328000000000e+09,7.721964800000000000e+08,-4.107314161956310272e-03,1.305928111076354980e+00,5.000018328428268433e-02,1.570791244506835938e+00,-1.800705790519714355e-01,1.182842969894409180e+00,0.000000000000000000e+00,1.718647956848144531e+00,2.782622911036014557e-02,6.517069339752197266e-01,0.000000000000000000e+00,1.571729063987731934e+00
1.731251328000000000e+09,8.785497600000000000e+08,-4.107119515538215637e-03,1.355644941329956055e+00,5.000015720725059509e-02,1.570792675018310547e+00,-1.800705790519714355e-01,1.182842969894409180e+00,0.000000000000000000e+00,1.718647956848144531e+00,2.782622911036014557e-02,6.517069339752197266e-01,0.000000000000000000e+00,1.571729063987731934e+00
1.731251328000000000e+09,9.719969280000000000e+08,-4.106981214135885239e-03,1.405361890792846680e+00,5.000013485550880432e-02,1.570793628692626953e+00,-2.049726843833923340e-01,1.350034713745117188e+00,0.000000000000000000e+00,1.718656182289123535e+00,2.782622911036014557e-02,6.517069339752197266e-01,0.000000000000000000e+00,1.571729063987731934e+00
1.731251328000000000e+09,7.504764800000000000e+07,-4.106882493942975998e-03,1.455078721046447754e+00,5.000011995434761047e-02,1.570794224739074707e+00,-2.049726843833923340e-01,1.350034713745117188e+00,0.000000000000000000e+00,1.718656182289123535e+00,2.782622911036014557e-02,6.517069339752197266e-01,0.000000000000000000e+00,1.571729063987731934e+00
